IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year
93,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,,10.9,,,C,1000.0,752.8,1105.0,,,,,,,10.1016/j.intermet.2017.01.007,2017
93,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,,10.9,,,C,1200.0,659.0,696.0,,,,,,,10.1016/j.intermet.2017.01.007,2017
93,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,,10.9,,,C,25.0,1515.0,2135.0,,,,,,,10.1016/j.intermet.2017.01.007,2017
93,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,,11.7,,,C,600.0,689.0,1681.0,,,229.4,,,,10.1016/j.intermet.2017.01.007,2017
93,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,,11.7,,,C,800.0,674.0,1618.0,,,,,,,10.1016/j.intermet.2017.01.007,2017
93,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,,11.7,,,C,1000.0,620.0,1426.0,,,,,,,10.1016/j.intermet.2017.01.007,2017
93,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,,11.7,,,C,1200.0,586.0,814.0,,,,,,,10.1016/j.intermet.2017.01.007,2017
93,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,,11.7,,,C,25.0,1343.0,2005.0,,,,,,,10.1016/j.intermet.2017.01.007,2017
94,Mo1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,CAST,,9.1,,,C,25.0,1390.0,,,,,,,,10.1016/j.msec.2016.12.057,2016
95,Mo1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,ANNEAL,,9.1,,,C,25.0,1100.0,1200.0,,,,,,,10.1016/j.scriptamat.2016.10.028,2016
95,Mo1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,CAST,,9.1,,,C,25.0,1375.0,1450.0,,,,,,,10.1016/j.scriptamat.2016.10.028,2016
96,Mo1 Nb1 Ta1 V1 W1,BCC,POWDER,,12.3,,,C,25.0,2612.0,3472.0,,,231.8,,,,10.1016/j.msea.2017.12.021,2017
97,Nb1 Ta1 Ti1 V1,BCC,CAST,,9.1,,,C,25.0,965.0,,,,133.8,,,,10.1016/j.msea.2016.07.102,2016
97,Nb1 Ta1 Ti1 V1 W1,BCC,CAST,,11.0,,,C,25.0,1420.0,1800.0,20.0,,189.2,,,,10.1016/j.msea.2016.07.102,2016
97,Nb1 Ta1 V1 W1,BCC,CAST,,12.8,,,C,25.0,1530.0,1700.0,12.0,,207.5,,,,10.1016/j.msea.2016.07.102,2016
98,Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,ANNEAL,,5.8,,,C,600.0,930.0,,,,,,,,10.1016/j.matlet.2016.11.030,2016
98,Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,ANNEAL,,5.8,,,C,800.0,445.0,,,,143.0,,,,10.1016/j.matlet.2016.11.030,2016
98,Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,ANNEAL,,5.8,,,C,1000.0,90.0,,,,,,,,10.1016/j.matlet.2016.11.030,2016
98,Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,ANNEAL,,5.8,,,C,25.0,1340.0,1700.0,,,,,,,10.1016/j.matlet.2016.11.030,2016
98,Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC,CAST,,5.8,,,C,25.0,1240.0,,,,,,,,10.1016/j.matlet.2016.11.030,2016
99,Al1 Cr0.5 Nb1 Ti1 V1,BCC,ANNEAL,,5.6,,,C,600.0,1005.0,1045.0,,,124.1,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Cr0.5 Nb1 Ti1 V1,BCC,ANNEAL,,5.6,,,C,800.0,640.0,685.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Cr0.5 Nb1 Ti1 V1,BCC,ANNEAL,,5.6,,,C,1000.0,40.0,80.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Cr0.5 Nb1 Ti1 V1,BCC,ANNEAL,,5.6,,,C,25.0,1300.0,1430.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,ANNEAL,,5.8,,,C,600.0,1370.0,1480.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,ANNEAL,,5.8,,,C,800.0,970.0,1045.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,ANNEAL,,5.8,,,C,1000.0,75.0,105.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,ANNEAL,,5.8,,,C,25.0,1700.0,1700.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,ANNEAL,,5.7,,,C,600.0,1015.0,1060.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,ANNEAL,,5.7,,,C,800.0,860.0,895.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,ANNEAL,,5.7,,,C,1000.0,65.0,95.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,ANNEAL,,5.7,,,C,25.0,1550.0,1570.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Nb1 Ti1 V1,BCC,ANNEAL,,5.5,,,C,600.0,780.0,1005.0,,,104.8,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Nb1 Ti1 V1,BCC,ANNEAL,,5.5,,,C,800.0,560.0,700.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Nb1 Ti1 V1,BCC,ANNEAL,,5.5,,,C,1000.0,110.0,,,,,,,,10.1016/j.jallcom.2015.08.224,2015
99,Al1 Nb1 Ti1 V1,BCC,ANNEAL,,5.5,,,C,25.0,1000.0,1280.0,,,,,,,10.1016/j.jallcom.2015.08.224,2015
214,Al1 Cr1 Fe1 Mo0.5 Ni1,BCC+B2,CAST,,,,623.7,C,25.0,1914.1,4023.6,27.9,,,,,,10.1002/maco.201709833,
214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25,BCC+B2,CAST,,,,712.0,C,25.0,2161.7,3641.5,14.3,,,,,,10.1002/maco.201709833,
214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4,BCC+B2,CAST,,,,731.9,C,25.0,2185.1,3673.4,14.8,,,,,,10.1002/maco.201709833,
214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.5,BCC+B2,CAST,,,,751.7,C,25.0,2228.7,3166.2,10.4,,,,,,10.1002/maco.201709833,
214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.6,BCC+B2,CAST,,,,756.1,C,25.0,1314.5,1314.5,,,,,,,10.1002/maco.201709833,
214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.75,BCC+B2,CAST,,,,766.2,C,25.0,618.8,618.8,,,,,,,10.1002/maco.201709833,
215,Al1 Cr1 Mo1 Nb1,Laves (C14)+Sec.,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Al1 Cr1 Mo1 Nb1,Laves (C14)+Sec.,CAST,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Al1 Hf1 Nb1 Ti1,B2,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Al1 Hf1 Nb1 Ti1,B2,CAST,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Al1 Hf1 Ta1 Ti1,B2,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Al1 Hf1 Ta1 Ti1,B2,CAST,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Al1 Mo1 Nb1 Ti1,BCC+Sec.,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Al1 Mo1 Nb1 Ti1,BCC,CAST,,,,509.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Al1 Nb1 Ta1 Ti1,BCC+Sec.,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Al1 Nb1 Ta1 Ti1,BCC,CAST,,,,458.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Cr1 Mo1 Ta1 Ti1,BCC,ANNEAL,,,,555.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Cr1 Mo1 Ta1 Ti1,BCC,CAST,,,,539.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Cr1 Nb1 Ta1 Ti1,BCC+Laves (C15),ANNEAL,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Cr1 Nb1 Ta1 Ti1,BCC,CAST,,,,495.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Cr1 Nb1 Ti1 W1,BCC+Laves (C15),ANNEAL,,,,630.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Cr1 Nb1 Ti1 W1,BCC,CAST,,,,630.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Hf1 Nb1 Ta1 Ti1,BCC,ANNEAL,,,,280.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Hf1 Nb1 Ta1 Ti1,BCC,CAST,,,,270.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Mo1 Nb1 Ta1 Ti1 W1,BCC,ANNEAL,,,,482.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,,,,446.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,,,,407.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
215,Mo1 Nb1 Ta1 Ti1,BCC,CAST,,,,431.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018
139,Al0.3 Co1 Cr1 Fe1 Ni1,,WROUGHT,0.71,,,,T,25.0,900.0,1074.0,25.0,,,,,,10.1016/j.scriptamat.2018.08.048,2018
149,Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,75.0,,,,C,25.0,219.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,,,,,C,25.0,354.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,,,,,C,25.0,550.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,175.0,,,,C,25.0,994.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,175.0,,,,C,25.0,942.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,75.0,,,,C,400.0,132.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,,,,,C,400.0,260.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,,,,,C,400.0,469.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,175.0,,,,C,400.0,943.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,175.0,,,,C,400.0,833.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,75.0,,,,C,600.0,115.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,,,,,C,600.0,155.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,,,,,C,600.0,272.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,175.0,,,,C,600.0,359.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
149,Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,,CAST,175.0,,,,C,600.0,326.0,,,,,,,,10.1016/j.jallcom.2018.08.093,2018
159,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,4.4,,,,T,25.0,370.0,670.0,56.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co0.2 Cr0.2 Fe1 Mn0.6,,ANNEAL,45.0,,,,T,25.0,250.0,730.0,50.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co0.2 Cr0.2 Fe1 Mn0.6,,WROUGHT,4.5,,,,T,25.0,330.0,870.0,75.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co0.2 Cr0.2 Fe1 Mn0.6,,WROUGHT,6.0,,,,T,25.0,280.0,800.0,65.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co0.2 Cr0.2 Fe1 Mn0.6,,WROUGHT,15.0,,,,T,25.0,350.0,830.0,63.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co0.2 Cr0.2 Fe1 Mn0.6,,WROUGHT,6.5,,,,T,25.0,298.0,1400.0,45.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co0.2 Cr0.2 Fe1 Mn0.6,,WROUGHT,5.2,,,,T,25.0,400.0,1200.0,42.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,,0.7,,,,T,25.0,860.0,1050.0,48.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,,2.7,,,,T,25.0,690.0,930.0,51.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,,3.8,,,,T,25.0,550.0,800.0,64.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,,53.0,,,,T,25.0,260.0,620.0,87.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,WROUGHT,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,WROUGHT,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,WROUGHT,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,144.0,,,,T,25.0,159.0,410.0,65.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,WROUGHT,144.0,,,,T,25.0,215.0,520.0,43.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,WROUGHT,144.0,,,,T,25.0,285.0,540.0,55.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,23.0,,,,T,25.0,263.0,589.0,60.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,WROUGHT,23.0,,,,T,25.0,490.0,840.0,45.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,CAST,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,CAST,,,,,T,25.0,175.0,335.0,58.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,T,25.0,305.0,525.0,44.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,T,25.0,280.0,570.0,44.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.304 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al1 Co1 Cr1 Fe1 Ni1,,CAST,,,,,T,25.0,395.0,400.0,1.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al1 Co1 Cr1 Fe1 Ni1,,CAST,,,,,C,25.0,1380.0,,10.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al1 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,C,25.0,1430.0,,1.6,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al1 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,C,25.0,1690.0,,2.7,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al1 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,C,25.0,1220.0,,13.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al1 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,C,25.0,1450.0,,20.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al1 Co1 Cr1 Fe1 Ni1,,ANNEAL,,,,,T,25.0,900.0,935.0,0.8,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.515 Cr0.515 Fe1 Ni1,,CAST,,,,,T,25.0,796.0,1437.0,15.7,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,,,,,,T,25.0,545.0,1030.0,16.5,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,,,,,,T,25.0,545.0,1050.0,16.5,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,,,,,,T,25.0,545.0,1110.0,20.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,,,,,,T,-70.0,580.0,1034.0,10.5,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,,,,,,T,-70.0,595.0,1168.0,15.8,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,,,,,,T,-70.0,570.0,1143.0,18.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,,,,,,T,-192.0,700.0,1000.0,4.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,,,,,,T,-192.0,700.0,1000.0,7.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,,,,,,T,-192.0,700.0,1000.0,9.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,CAST,,,,,T,25.0,866.0,1223.0,7.9,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,CAST,,,,,T,650.0,400.0,468.0,6.3,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,CAST,,,,,T,700.0,220.0,340.0,5.4,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,,CAST,,,,,C,25.0,1166.0,,30.2,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,CAST,,,,,T,25.0,350.0,720.0,21.9,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,,WROUGHT,,,,,T,25.0,1311.0,1410.0,12.1,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,,WROUGHT,,,,,T,25.0,1212.0,1360.0,14.9,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,,WROUGHT,,,,,T,25.0,1028.0,1249.0,18.3,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,,WROUGHT,,,,,T,25.0,879.0,1194.0,25.4,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,,WROUGHT,,,,,T,25.0,799.0,1127.0,28.2,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,WROUGHT,,,,,T,25.0,350.0,918.0,62.4,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Ni1,FCC,CAST,,,,,T,25.0,155.0,472.4,58.9,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Mo0.083 Ni1,,CAST,,,,,T,25.0,198.8,479.0,51.1,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Mo0.208 Ni1,,CAST,,,,,T,25.0,254.7,589.6,55.1,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Mo0.304 Ni1,,CAST,,,,,T,25.0,305.3,709.7,49.3,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Mo0.304 Ni1,,WROUGHT,3.0,,,,T,25.0,815.5,1186.5,18.9,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Mo0.304 Ni1,,WROUGHT,3.1,,,,T,25.0,646.7,1042.0,32.5,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Mo0.304 Ni1,,WROUGHT,1.6,,,,T,25.0,683.7,1066.6,30.4,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,13.0,,,,T,25.0,243.0,558.0,50.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,C0.02 Co1 Cr1 Fe1 Mn1 Ni1,,WROUGHT,8.0,,,,T,25.0,446.0,723.0,15.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,7.0,,,,T,25.0,249.0,621.0,41.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,C0.02 Co1 Cr1 Fe1 Mn1 Ni1,,WROUGHT,4.0,,,,T,25.0,581.0,857.0,28.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,,,,,T,25.0,190.0,453.0,70.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,FCC,ANNEAL,289.7,,,,T,25.0,210.0,503.0,70.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,,WROUGHT,15.7,,,,T,25.0,645.0,1094.0,39.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,,WROUGHT,2.8,,,,T,25.0,1005.0,1273.0,17.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,,WROUGHT,,,,,T,25.0,719.0,1048.0,30.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,FCC,WROUGHT,,,,,T,25.0,460.0,732.0,32.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,CAST,,,,280.0,T,25.0,357.0,459.0,9.0,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,ANNEAL,,,,168.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,ANNEAL,,,,328.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,ANNEAL,,,,206.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,CAST,,,,231.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,ANNEAL,,,,178.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,ANNEAL,,,,343.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,ANNEAL,,,,171.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,CAST,,,,343.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
159,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,ANNEAL,,,,341.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018
