IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year
43,Al1 Nb1 Ti1 V1,BCC,ANNEAL,350.0,5.5,,448.0,C,25.0,1020.0,1318.0,,5.0,105.0,,,,10.1016/j.matlet.2014.11.162,2014
43,Al1 Nb1 Ti1 V1,BCC,ANNEAL,,5.6,,,C,25.0,1020.0,,,5.0,,,,,10.1016/j.matlet.2014.11.162,2014
43,Al1 Nb1 Ti1 V1,BCC,ANNEAL,,5.6,,,C,600.0,810.0,1050.0,,12.0,,,,,10.1016/j.matlet.2014.11.162,2014
43,Al1 Nb1 Ti1 V1,BCC,ANNEAL,,5.6,,,C,800.0,685.0,,,50.0,,,,,10.1016/j.matlet.2014.11.162,2014
43,Al1 Nb1 Ti1 V1,BCC,ANNEAL,,5.6,,,C,1000.0,158.0,,,50.0,,,,,10.1016/j.matlet.2014.11.162,2014
44,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves (C15),OTHER,,8.0,,540.0,C,25.0,1595.0,2046.0,5.0,,,,,,10.1016/j.msea.2011.09.033,2011
44,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves (C15),OTHER,,8.2,,,C,25.0,1595.0,2046.0,5.0,,,,,,10.1016/j.msea.2011.09.033,2011
44,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves (C15),OTHER,,8.2,,,C,800.0,983.0,1100.0,5.5,,,,,,10.1016/j.msea.2011.09.033,2011
44,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves (C15),OTHER,,8.2,,,C,1000.0,546.0,630.0,50.0,,,,,,10.1016/j.msea.2011.09.033,2011
44,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves (C15),OTHER,,8.2,,,C,1200.0,170.0,190.0,50.0,,,,,,10.1016/j.msea.2011.09.033,2011
45,Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,OTHER,,6.6,,482.0,C,25.0,1298.0,,3.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,OTHER,,6.6,,,C,25.0,1298.0,,3.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,OTHER,,6.6,,,C,600.0,1230.0,,10.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,OTHER,,6.6,,,C,800.0,615.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,OTHER,,6.6,,,C,1000.0,259.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Cr1 Nb1 Ti1 Zr1,BCC+Sec.,OTHER,,6.6,,418.0,C,25.0,1260.0,,6.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Cr1 Nb1 Ti1 Zr1,BCC+Sec.,OTHER,,6.7,,,C,25.0,1260.0,,6.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Cr1 Nb1 Ti1 Zr1,BCC+Sec.,OTHER,,6.7,,,C,600.0,1035.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Cr1 Nb1 Ti1 Zr1,BCC+Sec.,OTHER,,6.7,,,C,800.0,300.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Cr1 Nb1 Ti1 Zr1,BCC+Sec.,OTHER,,6.7,,,C,1000.0,115.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Nb0.5 Ti0.5 V1 Zr0.5,BCC,OTHER,550.0,6.4,,304.0,C,25.0,918.0,,50.0,,109.0,,,,10.1016/j.msea.2012.12.018,2012
45,Nb0.5 Ti0.5 V1 Zr0.5,BCC,OTHER,,6.3,,,C,25.0,918.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Nb0.5 Ti0.5 V1 Zr0.5,BCC,OTHER,,6.3,,,C,600.0,571.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Nb0.5 Ti0.5 V1 Zr0.5,BCC,OTHER,,6.3,,,C,800.0,240.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Nb0.5 Ti0.5 V1 Zr0.5,BCC,OTHER,,6.3,,,C,1000.0,72.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Nb1 Ti1 V1 Zr1,BCC,OTHER,550.0,6.5,,335.0,C,25.0,1105.0,,50.0,,104.0,,,,10.1016/j.msea.2012.12.018,2012
45,Nb1 Ti1 V1 Zr1,BCC,OTHER,,6.5,,,C,25.0,1105.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Nb1 Ti1 V1 Zr1,BCC,OTHER,,6.5,,,C,600.0,834.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Nb1 Ti1 V1 Zr1,BCC,OTHER,,6.5,,,C,800.0,187.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
45,Nb1 Ti1 V1 Zr1,BCC,OTHER,,6.5,,,C,1000.0,58.0,,50.0,,,,,,10.1016/j.msea.2012.12.018,2012
47,Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC,CAST,,7.9,,,C,25.0,1176.0,1538.0,,,123.1,,,,10.1016/j.intermet.2015.09.011,2015
47,C0.1 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,CAST,,7.8,,,C,25.0,1183.0,2139.0,38.0,,,,,,10.1016/j.intermet.2015.09.011,2015
47,C0.3 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,CAST,,7.7,,,C,25.0,1201.0,1965.0,33.0,,,,,,10.1016/j.intermet.2015.09.011,2015
48,Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,395.0,C,25.0,1112.0,,50.0,,96.0,,,,10.1016/j. matlet.2016.03.133,2016
48,Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,480.0,C,25.0,1317.0,,50.0,,102.0,,,,10.1016/j. matlet.2016.03.133,2016
48,Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,492.0,C,25.0,1373.0,,50.0,,109.0,,,,10.1016/j. matlet.2016.03.133,2016
48,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,505.0,C,25.0,1512.0,1800.0,12.0,,115.0,,,,10.1016/j. matlet.2016.03.133,2016
48,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,335.0,C,25.0,1015.0,,50.0,,85.0,,,,10.1016/j. matlet.2016.03.133,2016
49,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,505.0,C,25.0,1512.0,,12.0,,147.0,,,,10.1016/j.intermet.2015.03.013,2015
49,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,,C,800.0,1007.0,,23.0,,,,,,10.1016/j.intermet.2015.03.013,2015
49,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,,C,1000.0,814.0,,30.0,,,,,,10.1016/j.intermet.2015.03.013,2015
49,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,,C,1200.0,556.0,,30.0,,,,,,10.1016/j.intermet.2015.03.013,2015
49,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,,10.2,,542.0,C,25.0,1600.0,1743.0,4.0,,155.0,,,,10.1016/j.intermet.2015.03.013,2015
49,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,,10.2,,,C,800.0,1045.0,1446.0,19.0,,,,,,10.1016/j.intermet.2015.03.013,2015
49,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,,10.2,,,C,1000.0,855.0,,30.0,,,,,,10.1016/j.intermet.2015.03.013,2015
49,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,,10.2,,,C,1200.0,404.0,,30.0,,,,,,10.1016/j.intermet.2015.03.013,2015
50,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,ANNEAL,,8.7,,,C,25.0,1575.0,1640.0,9.0,,,,,,10.1016/j.matdes.2015.05.019,2015
50,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,ANNEAL,,8.7,,,C,800.0,825.0,1095.0,50.0,,,,,,10.1016/j.matdes.2015.05.019,2015
50,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,ANNEAL,,8.7,,,C,1000.0,635.0,654.0,50.0,,,,,,10.1016/j.matdes.2015.05.019,2015
50,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,ANNEAL,,8.7,,,C,1200.0,187.0,194.0,50.0,,,,,,10.1016/j.matdes.2015.05.019,2015
50,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,,8.7,,,C,25.0,1803.0,1719.0,10.0,,139.0,,,,10.1016/j.matdes.2015.05.019,2015
51,Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,CAST,,8.6,,,C,800.0,875.0,,50.0,,,,,,10.1016/j.matlet.2016.03.092,2016
51,Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,CAST,,8.6,,,C,1000.0,240.0,,50.0,,,,,,10.1016/j.matlet.2016.03.092,2016
51,Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,CAST,,8.6,,490.0,C,25.0,1399.0,1608.0,11.0,,,,,,10.1016/j.matlet.2016.03.092,2016
52,Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,BCC,CAST,,8.1,,301.0,T,25.0,903.0,990.0,19.0,,107.0,,,,10.1063/1.4966659,
53,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,,9.9,,,C,25.0,929.0,,50.0,,,,,,10.1007/s10853-012-6260-2,
53,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,,9.9,,,C,400.0,790.0,,50.0,,,,,,10.1007/s10853-012-6260-2,
53,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,,9.9,,,C,600.0,675.0,,50.0,,,,,,10.1007/s10853-012-6260-2,
53,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,,9.9,,,C,800.0,535.0,,50.0,,,,,,10.1007/s10853-012-6260-2,
53,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,,9.9,,,C,1000.0,295.0,,50.0,,,,,,10.1007/s10853-012-6260-2,
53,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,,9.9,,,C,1200.0,92.0,,50.0,,,,,,10.1007/s10853-012-6260-2,
55,Hf1 Nb1 Ti1 Zr1,BCC,CAST,,8.4,,,T,25.0,879.0,969.0,,14.9,92.0,,,,10.1016/j.matlet.2014.05.134,2014
56,Mo1 Nb1 Ta1 V1,BCC,ANNEAL,200.0,10.7,,504.0,C,25.0,1525.0,2400.0,21.0,,187.0,,,,10.3390/e18050189,
57,Mo1 Nb1 Ta1 V1 W1,BCC,CAST,80.0,12.4,,536.0,C,25.0,1246.0,1270.0,2.0,,232.0,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 V1 W1,BCC,CAST,,12.4,,,C,600.0,862.0,,13.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 V1 W1,BCC,CAST,,12.4,,,C,800.0,846.0,,17.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 V1 W1,BCC,CAST,,12.4,,,C,1000.0,842.0,,19.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 V1 W1,BCC,CAST,,12.4,,,C,1200.0,735.0,,7.5,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 V1 W1,BCC,CAST,,12.4,,,C,1400.0,656.0,,40.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 V1 W1,BCC,CAST,,12.4,,,C,1600.0,477.0,,40.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 W1,BCC,CAST,200.0,13.7,,454.0,C,25.0,1058.0,1211.0,2.0,,258.0,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 W1,BCC,CAST,,13.8,,,C,600.0,561.0,,40.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 W1,BCC,CAST,,13.8,,,C,800.0,552.0,,40.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 W1,BCC,CAST,,13.8,,,C,1000.0,548.0,,40.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 W1,BCC,CAST,,13.8,,,C,1200.0,506.0,,40.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 W1,BCC,CAST,,13.8,,,C,1400.0,421.0,,40.0,,,,,,10.1016/j.intermet.2011.01.004,2011
57,Mo1 Nb1 Ta1 W1,BCC,CAST,,13.8,,,C,1600.0,405.0,,40.0,,,,,,10.1016/j.intermet.2011.01.004,2011
58,Mo0.3 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,6.7,,,C,25.0,1289.0,,,42.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo0.5 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,6.8,,,C,25.0,1473.0,,,32.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo0.7 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,7.0,,,C,25.0,1706.0,,,32.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo1 Nb0.769 Ti0.769 V0.769 Zr0.769,BCC,ANNEAL,,7.3,,,C,25.0,1496.0,,,30.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667,BCC,ANNEAL,,7.4,,,C,25.0,1603.0,,,20.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588,BCC,ANNEAL,,7.5,,,C,25.0,1645.0,,,15.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5,BCC,ANNEAL,,7.6,,,C,25.0,1765.0,,,12.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,7.1,,,C,25.0,1779.0,,,32.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo1 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,,7.3,,,C,25.0,1455.0,,,25.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo0.1 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,,6.6,,,C,25.0,932.0,,,45.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo0.3 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,,6.8,,,C,25.0,1312.0,,,50.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo0.5 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,,6.9,,,C,25.0,1301.0,,,43.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo0.7 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,,7.1,,,C,25.0,1436.0,,,27.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769,BCC,ANNEAL,,7.4,,,C,25.0,1603.0,,,20.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Mo1 Nb0.667 Ti0.667 V0.2 Zr0.667,BCC,ANNEAL,,7.5,,,C,25.0,1576.0,,,8.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,,6.5,,,C,25.0,866.0,,,45.0,,,,,10.1016/j.matdes.2015.06.072,2015
58,Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,6.5,,,C,25.0,1104.0,,,50.0,,,,,10.1016/j.matdes.2015.06.072,2015
59,Mo1 Nb1 Ti1 V0.25 Zr1,BCC,CAST,,7.3,,,C,25.0,1776.0,3893.0,30.0,,153.0,,,,10.1007/s11837-012-0366-5,
59,Mo1 Nb1 Ti1 V0.5 Zr1,BCC,CAST,,7.2,,,C,25.0,1647.0,3307.0,28.0,,152.0,,,,10.1007/s11837-012-0366-5,
59,Mo1 Nb1 Ti1 V0.75 Zr1,BCC,CAST,,7.2,,,C,25.0,1708.0,3929.0,29.0,,150.0,,,,10.1007/s11837-012-0366-5,
59,Mo1 Nb1 Ti1 V1 Zr1,BCC,CAST,,7.1,,,C,25.0,1786.0,3828.0,26.0,,149.0,,,,10.1007/s11837-012-0366-5,
59,Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,BCC,CAST,,7.1,,,C,25.0,1735.0,3300.0,20.0,,147.0,,,,10.1007/s11837-012-0366-5,
59,Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,BCC,CAST,,7.0,,,C,25.0,1538.0,3176.0,23.0,,146.0,,,,10.1007/s11837-012-0366-5,
59,Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,BCC,CAST,,6.9,,,C,25.0,1418.0,2508.0,24.0,,143.0,,,,10.1007/s11837-012-0366-5,
59,Mo1 Nb1 Ti1 Zr1,BCC,CAST,,7.3,,,C,25.0,1592.0,3450.0,34.0,,155.0,,,,10.1007/s11837-012-0366-5,
60,Co1 Fe1 Mo0.2 Ni1 V1,FCC+Sec.,CAST,,8.0,,267.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co1 Fe1 Mo0.4 Ni1 V1,FCC+Sec.,CAST,,8.1,,402.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co1 Fe1 Mo0.6 Ni1 V1,FCC+Sec.,CAST,,8.2,,557.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co1 Fe1 Mo0.8 Ni1 V1,FCC+Sec.,CAST,,8.3,,606.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co0.833 Fe0.833 Mo0.833 Ni1 V0.833,FCC+Sec.,CAST,,8.4,,602.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co0.714 Fe0.714 Mo0.714 Ni1 V0.714,FCC+Sec.,CAST,,8.5,,538.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co0.625 Fe0.625 Mo0.625 Ni1 V0.625,FCC+Sec.,CAST,,8.5,,520.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co0.556 Fe0.556 Mo0.556 Ni1 V0.556,FCC+Sec.,CAST,,8.5,,510.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,FCC+Sec.,CAST,,8.5,,382.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co1 Fe1 Mo1 Ni1 V1,FCC+Sec.,CAST,,8.4,,625.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015
60,Co1 Fe1 Ni1 V1,FCC,CAST,,7.8,,238.0,,25.0,,,,,187.0,,,,10.1016/j.jallcom.2015.07.185,2015
61,Al0.125 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC,CAST,,6.7,,,C,25.0,1862.0,2431.0,1.0,,164.0,,,,10.1016/j.msea.2006.11.049,2006
61,Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC,CAST,,6.1,,,C,25.0,1465.0,2016.0,2.0,,190.0,,,,10.1016/j.msea.2006.11.049,2006
61,Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC+Sec.,CAST,,5.1,,,C,25.0,1461.0,1461.0,1.0,,163.0,,,,10.1016/j.msea.2006.11.049,2006
61,Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC+Sec.,CAST,,7.3,,,C,25.0,1312.0,1312.0,1.0,,74.0,,,,10.1016/j.msea.2006.11.049,2006
62,Cu1 Mn1 Ni1 Zn0.333,FCC,CAST,,8.3,,147.0,C,25.0,215.0,,60.0,,169.0,,,,10.1016/j.jallcom.2015.07.285,2015
62,Cu1 Mn1 Ni1 Zn0.25,FCC,CAST,,8.3,,109.0,C,25.0,140.0,,65.0,,171.0,,,,10.1016/j.jallcom.2015.07.285,2015
62,Al0.111 Cu1 Mn1 Ni1,FCC+Sec.,CAST,,8.1,,241.0,C,25.0,515.0,,40.0,,,,,,10.1016/j.jallcom.2015.07.285,2015
62,Cu1 Mn1 Ni1 Sn0.111,FCC+Sec.,CAST,,8.3,,318.0,C,25.0,630.0,,20.0,,,,,,10.1016/j.jallcom.2015.07.285,2015
62,Al0.053 Cu1 Mn1 Ni1,FCC,CAST,,8.3,,166.0,C,25.0,330.0,,45.0,,174.0,,,,10.1016/j.jallcom.2015.07.285,2015
62,Cu1 Mn1 Ni1 Sn0.053,FCC+Sec.,CAST,,8.4,,205.0,C,25.0,380.0,,63.0,,,,,,10.1016/j.jallcom.2015.07.285,2015
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,7.9,,,C,1000.0,150.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,7.9,,,C,25.0,388.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,7.9,,,C,300.0,411.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,7.9,,,C,500.0,421.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,7.9,,,C,700.0,426.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,7.9,,,C,900.0,230.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,7.9,,,C,1100.0,80.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,6.7,,,C,1000.0,116.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,6.7,,,C,1100.0,79.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,6.7,,,C,25.0,1620.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,6.7,,,C,600.0,805.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,6.7,,,C,500.0,1120.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,6.7,,,C,700.0,567.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,6.7,,,C,900.0,214.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,6.7,,,C,800.0,302.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.4,,,C,1000.0,47.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.4,,,C,25.0,948.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.4,,,C,600.0,561.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.4,,,C,700.0,307.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.4,,,C,800.0,172.0,,,,,,,,10.1007/s11661-005-0218-9,
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.4,,,C,900.0,98.0,,,,,,,,10.1007/s11661-005-0218-9,
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,6.6,,,C,25.0,,,,,,92.0,undetectable,,10.1016/j.jallcom.2015.11.050,2015
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,6.6,,,C,400.0,1080.0,1100.0,0.02,,,92.0,undetectable,,10.1016/j.jallcom.2015.11.050,2015
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,6.6,,,C,600.0,1060.0,1170.0,0.025,,,92.0,undetectable,,10.1016/j.jallcom.2015.11.050,2015
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,6.6,,,C,800.0,860.0,1000.0,0.02,,,92.0,undetectable,,10.1016/j.jallcom.2015.11.050,2015
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,6.6,,,C,1000.0,594.0,630.0,0.15,,,92.0,undetectable,,10.1016/j.jallcom.2015.11.050,2015
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,6.6,,,C,1200.0,105.0,116.0,0.24,,,92.0,undetectable,,10.1016/j.jallcom.2015.11.050,2015
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,,6.6,,,C,600.0,930.0,,,,,92.0,undetectable,,10.1007/s11661-017-4386-1,
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,,6.6,,,C,800.0,875.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,,6.6,,,C,1000.0,550.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,,6.6,,,C,1200.0,150.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,6.0,,,C,400.0,1070.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,6.0,,,C,600.0,1020.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,6.0,,,C,800.0,875.0,,,,,,,,10.1007/s11661-017-4386-1,
